userName,score,at,content,app_name
Selli Widhi Astuti,1,2020-09-05 04:53:11,I have a bad experience with blibli. I cancelled an order in blibli due to wrong address and they give me voucher as a refund. Yet the voucher cannot be used to buy any promotion product. The customer service did not describe the TnC clearly. It's better that the refund given in a form of money than voucher refund.,Blibli
Dian Tri Astuti,1,2020-09-05 03:35:09,"PAYMENT PROBLEM Been using blibli since 2015, this week I got the worst experience. Twice in a row. I have completed the payment yet the app ask me to complete it again, and even worse, they cancelled my purchase. When the first cancelation happened, I did the payment again. But the second happened today. That's enough experienced. Help? Yes, they provide agents to solve this kind of problem. They're very friendly through live chat, yet solve nothing. I guess it's time to say Bye to blibli.😌",Blibli
Tony Zheng,1,2020-09-04 04:14:05,"Tons of sketchy sellers with unreasonable price. I found several sellers stealing photos of my product (which I watermarked) and reported them. I also send them the link to my listing on other platform and the original picture, however their Anti Fraud team ask me to provide a link to my listing on BL, which I can't because I don't sell on their platform. 👎👎👎",Bukalapak
Fely C.,2,2020-09-03 04:43:01,I think the latest update is not working properly in my android phone - Samsung s20 ultra. I cannot see products nor load your homepage successfully. I have good internet connection so I am pretty sure it is the app that has a problem. My other shopping or online shop apps are working fine. Only this has an issue with my phone. :(,Zalora
Rian Prio Bramantio,1,2020-08-28 05:22:49,"The latest update app makes ALL of my phones crashed. I don't know what happened. Everytime I opened the app, it will crashed and trying to open some apps. I worried there's malware inside the app/ads. Please fix it.",OLX
Rizqy Ismail,1,2020-08-27 22:32:04,"Think twice if you want to install this app, The ads is very annoying, Not like ads on trash game This is super super bad ads i've ever see on android apps, No you don't want to install this cause every time you scroll for searching item that ads will show up everywhere and directly go to playstore, not 1 but many ads directly. So damn bad for best apps. I hope developer may think about it and get fixed A.S.A.P!.",OLX
Sari Yunandha,5,2020-08-27 09:59:00,Very easy to use and very easy to pay. Just one click then the payment done and verified within seconds,Bukalapak
Andika,2,2020-08-27 08:50:19,First time experiencing a delay of payment confirmation. I'm not sure how their automatic verification system works but it is not automatic at all. Gotta wait for a day to have it confirmed and after a few complaints through the CS. I was choosing to pickup my own purchase but it got to be delayed for a day just because of this. Fix this please or else it wont be another go with BukaLapak from me.,Bukalapak
Lyn,4,2020-08-27 08:12:39,"thank you so much for adding the search by material function! however, sometimes it still includes things made of different material (for example, i searched for brand: mango; material: linen and it included a polyester top). i hope that in the future, all clothes will have measurements and fabric percentages listed too. other than those points, i enjoy browsing the app and buy way too much on it haha.",Zalora
Rhoma Nugraha,1,2020-08-26 00:18:40,The newest update is very bad. Everytime when scrolling through the app multiple pop out ads spams my phone to open other apps multiple times to make my phone freeze. So bad that it looks like a virus or a trojan attack. You guys really needs to fix it.,OLX
Romy Hermawan,1,2020-08-25 20:43:20,"The newest version of this apps is really sucks, especially for adsense that automatically forced you to move to another application such as lazada, tokopedia, etc. They are really bothering me, uncomfortable, the screen was freezing, laggy and eventually force close. and i have to repeat my search & filter",OLX
Greg Debian,1,2020-08-25 12:53:18,"Bad ui, unstable search, and the too many ""whoopsss, look like something went wrong"". No error handling on your laravel framework...really ? Ohh...come on.",OLX
Pragistyo Machmud,5,2020-08-25 11:27:22,"So far so good. No annoying pop up ads which could freeze the app (there's still pop up ads some times, but not everytime when open the app). Bagus lah app nya, iklannya ga gitu ganggu kek sebelah.",Bukalapak
Happy Lucky,2,2020-08-21 17:01:21,"The filter usually has problems products start are displayed on repeat for some reason, they changed their return shipping policy so watch out for shipping fees that may have initially been waivered. Basically recommended for bags and anything that you don't need to try on to know you'll like.",Zalora
Zillion Willion,1,2020-08-21 07:41:00,"Everytime I scrolling some list at least for 5 minutes, my screen get freeze and I must to reboot it again. It never happen before this app updates 1 month ago. Only this app makes my phone freezing couple times and no solution until now!",OLX
Icci Cena,1,2020-08-20 01:10:49,Im very disappointed with the service of Zalora. I ordered an item and was tracking it on the second day after I ordered it. The next day I was surprised to see that my order was refunded without me being notified. I emailed Customer Service however I didn't receive any response aside from their system generated acknowledgement email. Now I'm having trouble disputing the item with my credit card. This is a huge hassle.,Zalora
Anissa Sariatu,5,2020-08-18 11:54:44,"I love ZALORA. the only marketplace that has SO MANY promotions, discounts and 30day free returns! However the applications recently started having errors. After my last update yesterday (17/08/20), some brands just refuse to show altogether. I can't see anything from that brand using the filter even tho I can see them on my wishlist! Please fix it soon thanks!",Zalora
A Google user,5,2020-08-18 02:01:31,Very easy to use. Idiot proof. Love the variety of clothes and other fashion items. Only wish I can filter according to my size. Hopefully they'll put that in soon though I think it's a deliberate marketing strategy. But otherwise an awesome app!,Zalora
L H,1,2020-08-18 01:06:27,Too many problems. Contact customer care button doesn't work. Return/ Exchange button doesn't work on my orders. Links bring you to wrong brand. Search results are terrible and don't show all items. I tried to search Nike Shorts. Results showed 2 items. Yet when I checked all Nike results many more were available. Can't search for items with same sale code. App crashes for no reason or doesn't open. App would be great if all these issue were fixed.,Zalora
Steven,4,2020-08-17 03:41:48,"Pretty nice app. Love shopping here, especially its customer support, very engaged and quick in resolve, not like any other marketplace which utilise bot. The only thing disturbing me is the shopping cart limit, when I'd like to buy many small things at once, it just says my cart are full and I could not add any. Maybe can be put into enhancement consideration, for typical customer like me. When it does, it will be 5 stars from me. Thanks.",Blibli
Iqbal Muttaqien,1,2020-08-14 05:48:34,"The only local marketplace that give me very bad experience of online shoping. It can be some automatic payment system that won't work automatically (guess what, virtual account payment method still can't make it😭 and also needed 24hours to make my hold payment cancelled after several CS complaint). Not all my transactions is bad, but one star is they deserved.",Bukalapak
classiclovertoo,1,2020-08-13 00:19:59,"Earlier version was much better. I've never had any problem before. Now that I've updated the latest version, it's very difficult to check my shopping cart. ALWAYS message to check my internet connection / connection error. NOTHING' wrong with the internet. If I cannot check my shopping cart, how can I purchase the goods? It' so frustrating!!!",Tokopedia
Rieza Pahlevi,1,2020-08-11 00:19:22,The newest update is suck...!! Their new ads systems are very laggy. System crash always happens whenever we want to open some listing. The developer should considering improve the user experience rather than maximizing their benefit from ads. Coz who'll see your ads when your application is bad.,OLX
N Sekar,5,2020-08-09 04:17:38,Excellent experience on the app. Can have better product selection . Tokopedia and shopper crashed multiple times for me but Blibli held steady,Blibli
Leonor Rosa,2,2020-08-08 04:39:18,"It's easy to use, the only problem is with the customer service. I received the package but one of the item was missing so I messaged the CS. At first their response were fast and ok, but even after 2weeks they didn't update me about the item that was missing. It's taking too much time. They said it will take 2days for the feedback. And I'm still waiting. Not good.",Zalora
Jodun,4,2020-08-06 17:56:38,"I'm enjoying my usage thus far. Easy to use and preferences are well defined and corelated to my searches. Great app. One hiccup I've encountered; It seems as though either your capacity to manage your direct messenger system with worded, audio and audio visuals communications between buyers and sellers isn't up to mark, or the connection interface needs repair of some sort. I've made provision for my internet connection being the problem, and it doesn't seem to be. So kindly address this.👍",Alibaba
Ride Safe,1,2020-08-04 13:04:36,"The app has a problem after update it say ""u dont have connection"" even though u are connected to your wifi. I hope they fix it soon. Its really annoying! I hope all my whilst aren't gone, Its really hard to find it again. So 1 star for now.",Zalora
Marius Schmidt,1,2020-08-04 01:48:28,"I don't know where to start. First the app is horribly build. It tends to lag and completely stop working after being in it for 10+ minutes, sometimes the search is buggy and doesn't show any results. Then once I had a problem with a shipment, as one item was missing and I raised a case, which was then closed by shopee and still I didn't get a refund from them. So they basically stole my money. I tried to contact them, but the only answer that I get is, that they send the concern to someone...",Shopee
Charlie Arizala,1,2020-08-02 15:21:51,"I downloaded the app and installed it. But it won't open and a pop up keep telling ""No Internet Connection"". My connection is perfectly fine, how I was able to download the app if I don't. This the 2nd time I downloaded the app. Same result. What seems to be the problem?",Zalora
JellyKit,1,2020-08-01 22:28:58,"I thought this application can give you bonus and kinda give you a small price so you can enjoyed it, sure the clothing will took like ₱₱₱ because of the designer and fabric of it's different but a price for shipping it and not securing it. That should go and be deleted and not use it again, I can't have a lower price or have a just 20% discount and I have to pay the shipping that cause double with not the carrier isn't securing the package. Waste of time. 1 out 5.",Zalora
A Google user,1,2020-07-31 05:09:51,"Once this was my favorite app. It's easy to use, works on phone with limited processing power. Unfortunately, it cannot protect customers' data. Millions of its customers' data were stolen, compromised and are available in the black market. What's make it worse, the management played down the incident. They even tried to deny it. Very bad handling. Even after over a year of the hacking my data is still not properly restored. :-((",Tokopedia
Qidian Pontek,5,2020-07-28 11:15:32,"You want a guaranteed safe shipping and quality products? Use blibli (i can vouch only for products provided by blibli directly), easy return if there is something wrong with your purchase. So this is my experience, i was buying this r**ency standing fan from a random vendor on blibli on August 2019. Completely broke after three months, then i leave it to dust in the corner. May 2020 i ask blibli help for a return or service, they pick it up(free), fixed, then send it back inside a wood pallet",Blibli
Lynn Z,1,2020-07-27 01:32:49,"Updated July 23 2020: Similar issue. What's the point of sending us the EDMs when it brings you to a blank page on the app? It defeats the purpose, people. Please make my shopping experience pleasant. When clicked from EDM (email) it would take me to the Google Play Store to force update, even when I have the app already installed in the phone and updated. Please fix this age old issue, it's been annoying.",Zalora
Rudy Hartawan,5,2020-07-26 03:01:09,Very gooooddd.. This app can tell you if you can get more discount or free delivery.. not like other online mall sometimes they trick you with have to use their own payment. Blibli Awesome I like it!!,Blibli
Hesty Marsilina AdnanDaud Yarja,1,2020-07-24 11:53:10,Totally disappointing! First time order here and my order being canceled and CS can't explain the reason. Even asking to talk with SPV of CS turn out they don't have one.,Blibli
Arifin Suhendar,2,2020-07-22 10:56:39,"The app is very slow after the update.. Always crashed / closed automatically each time I tried to do transactions or even just browse for products. Thus I cannot buy from this app anymore, had to use website version which is not nice.",Bukalapak
Ashli Lars,3,2020-07-17 10:29:36,"The app is ok and so are the products that they sell, but the shipping fee of 200 php is very expensive. 10x more expensive than others. I don't think the shipping fee is reasonable at all. It's good to shop here if you have to buy more than 2 items in 1 store but if you're buying just 1 item, it's not worth the 200 php shipping fee.",Zalora
Dian Muthia,1,2020-07-15 09:54:21,"The worst marketplace with unfair system. I've asked to CS and they said no refund to your bank acc, they will only give you a voucher that you have to use max 3 months after received. Even if you use paylater, they won't give the money back to your limit. Don't waste your space on your phone for this app. Go find other marketplace apps.",Blibli
A Google user,1,2020-07-14 09:22:14,"Bad application. Too many bugs. Return and complain policy is sucks specially for Buyer, Admin is not responsive to our feedback in discussion. Supposed to be for Item changed return when the seller did not send the Item back to the buyer there should be serious penalty for the buyer, but what happened is they give buyer 2 more days to send back the returned item (not incl holiday) & after the time limit is end the buyer still did not send the items, they just send money and buyer loss ship fee.",Bukalapak
Cliff Bryan,5,2020-07-06 16:04:58,"Honestly, Zalora is a godsent. It's super super easy to navigate the app, no lag whatsoever. As always with online shopping apps, it guarantees a hassle-free shopping experience where you can just lay in bed while browsing for your future clothings. What I like the most about Zalora is how many choices you have for every category at every price range. They offer the most premium brands to the most bang for your buck ones.",Zalora
Steffan Alex Gaming & Vlogs,2,2020-07-05 13:36:14,"Double-checked the items first before delivering it. Everytime I order from ""Something Borrowed"" brand I always get a defective item. It is so tiring and tedious on the part of the customer returning and waiting for the items again. Recently I ordered a 2-piece swimsuit from ""Kats Clothing"" but they delivered a 1-piece swimsuit and the design is different from what I have ordered!! Expectation versus reality is real!!! Lastly, if you want to give discount there should be no minimum spend.",Zalora
Tjiang Hien,1,2020-07-04 05:45:03,"Much more worse compared to another e-commerce. No chat facility for buyer checking seller is still alive or not. If we cancel our order since seller not deliver, we will receive refund voucher instead of transfer back to our bank account.",Blibli
Vic Fkiaras,4,2020-07-03 14:52:43,"Postage costs can be prohibitive when attempting to ""test the waters"" with new products. Some suppliers will act and ship items quickly and charge reasonable postage. Some take too long to dispatch items and you are left waiting months for delivery. The messenger feature can be a little confusing trying to keep up with the conversations. Otherwise it's a great resource.",Alibaba
Syed Mohammad Syed Abdullah,3,2020-07-01 04:49:35,Tracking is very cumbersome when you can't straight away see the shipment status when you click on the tracking link but rather have to manually key in the long tracking number because you can't simply copy the number. Most people cannot remember such long number to key into the 3rd party tracking system manually therefore we have to switch back and forth between the 3rd party page and Zalora page to refer to that number and key it into the search field. Please make the UI more user friendly.,Zalora
Isaiah Jan Navasquez,1,2020-06-30 09:04:57,"Products are SCAM! Pictures are different from what they will give you! Ordered a brown bag but gave me black instead. This is the second time I ordered something and gave me different product. AND REFUND DOES NOT GO DIRECTLY BACK TO YOUR CARD, INSTEAD IT GOES TO WALLET CREDITS WHICH FORCES YOU TO ORDER A DIFFERENT PRODUCT! Spreading the word of how terrible this app is.",Zalora
Karrie Foreman,4,2020-06-30 04:30:59,"Occasionally has a hiccup, where it will close, minimize to the background, send me to the phone lock screen, or go to a background app, etc. Nothing too bothersome, but not exactly stable. All-in-all, I really like the app, and prefer it over the mobile website, but not the desktop website. Thanks for the app, Alibaba!",Alibaba
Watch Me,4,2020-06-28 06:24:08,"This app is incredible, the only prob for me is that they show duplicated items like when you search for a specific shoe, 2 items show and its the same product. I get confused sometimes when i search the item that i ordered i get 2 results Can you pls fix this Overall the app was nice",Zalora
Joshua Hughes,3,2020-06-27 04:46:11,Good but could be better. One item that could help is if its mandatory for people to put the address of the item their offering not the address of where they are posing from. Second item to fix is a map that could populate all the properties at one time providing an idea of where they are. This would help to sift through hundreds of nonsense adds to help just pick the ones or area interisted in!!!,OLX
Wiwid Wicaksono,1,2020-06-27 03:10:19,"Much Worst than before, now it show more bugs, it can't set filter price to 50.000, always turn automatically to 49.999, also when Ads show up, it always makes stuff search automatically reset to show only the maksimum price, disappointing ☹",OLX
Sheryl Yan,5,2020-06-26 03:38:10,"Please bring back the filter by size! It doesn't makes sense for me to view items that do not have my sizes. Before the update, I was able to filter by size and it really makes my shopping experience with Zalora a breeze! But now, I find it is so difficult just to view items available for my size. I will give rate the app with 5 stars if you bring the filter for size back!",Zalora
Tinon C P,2,2020-06-25 21:55:36,"The app can guarantee you 100% original product, but it is a very complicated app to use. Like every time I want to click on a discount promotion ad it always send me to the zalora web version which I found unnecessary because I already have the app, but still sends me to the basic old website. Also when i try to fill in the form for the help service it is very frustrating because every time I fill one of the blank columns it's always refresh by itself somehow.",Zalora
Zongyou Chia,3,2020-06-25 16:45:05,"The app is good for shopping but on the downside if you have any issue with your purchase or delivery, there's no point of contact to ask for help. On app stated clearly for help desk via Instagram, email and app chat but none of the above mentioned is working. Clearly a lack of understanding with the word Customer support.",Zalora
N B.,1,2020-06-25 13:07:32,"Zalora Team! FIX YOUR APP cos IT'S BAD ! *NEW UPDATE= 0 = NOT GOOD Prior to today, i haven't updated the app and it was working well. My wishlist and cart were functional and i could easily move items from wishlist to cart and place my order/s. AS I WRITE THIS REVIEW AFTER UPDATING, the wishlist is NOT opening and all it shows me is ""error..cannot connect to server"". All the items i spent my time sorting are all wiped off as the icon shows it as empty while mysteriously, the cart opens.",Zalora
Melina,1,2020-06-25 11:17:12,"Transaction confirmation so slow, I made a payment but the status is still in process for more than 20 hours, will surely uninstall after my transaction clearly done. Totally disappointing, I regret using this app for my payment",Bukalapak
Irin Chrisnawati,1,2020-06-25 10:31:25,"Never use this app for shopping. Blibli canceled my purchase (I dont know the reason) after 3 days waiting (for nothing). I have requested them since the first day of my transaction to check the merchant. But they only answered, ""please wait in 3 days"". Then they canceled and returned my money to the wallet and I withdraw to my bank account and I have to wait 3 days more. Really waste my time.",Blibli
Yoshi_manne,5,2020-06-19 09:23:40,Thank you for the improvement i guess i didn't get to report any bad feedback because everything went smooth. I already purchased things from you and i couldn't be more happier because the app didn't glitch anymore. For the time being i supposed. Keep up the good work. Because this is where i will turn to whenever i needed a new outfits without going out to the mall.,Zalora
budi santoso purwoatmodjo,1,2020-06-18 12:16:18,"never use this apps again. i have booked some hotels and paid, but this noon blibli just cancel my booking for a reason that I cant believe, a mistake price they said. use another apps for booking your hotels. my plan has broken. dont use blibli for booking hotel.",Blibli
noval c,1,2020-06-18 06:45:11,"I used to be their frequent customer. Until i tried to sell some private collections, which their treatment was like a garbage. They hold my money total 70 mio more than 3 days after i request to transferred to my account. Their CS is the worst CS ever, didn't give you any solutions and being rude. They are totally evil for small seller like me (who didn't join the premium one). Also I'm no longer become their buyer since the price is much higher than other competitors",Bukalapak
Muhammad Ashr Sayuti,1,2020-06-15 12:24:31,"Bug after last update. Ads loading uncontrollably while scrolling down, forcing user to scroll to end, all previous ads suddenly disappear from list and cannot scroll up.",OLX
Komodo Tanjidor,2,2020-06-13 20:25:41,"Search results (with filter applied) suddenly become a single item after scrolling few times. I have a screenshot as a proof, that may helps. But i am going nowhere to find customer report form which should be provided.",OLX
Raka Tjitroharsojo,1,2020-06-13 04:39:47,"I've been forced to used DANA to withdraw my money and this is suck, that I should install it and upgrade it so I can proceed to withdrawal my money. It's kind like the system forced you to do something even this is my right to get my money. This is lame, if I compare with other merchant and other marketplaces. I was long user who use this app from the beginning. Disappointed, yes.",Bukalapak
Satria Adiyasa Sindhuwijaya,5,2020-06-10 09:44:14,"I have use another similar app like this. And this is the best shopping app. Lightweight resources, running smoothly. Have complete feature and the shipping cost mechanism is awesome. Stay tune for the good updates and keep the good work, guys!",Blibli
Nisa A,1,2020-06-08 23:20:56,"I can't verify my phone number. I've never registered in bukalapak with those number before. They said it has been used when I literally just fill it today. I tried login with my phone number and change the password through email but it didn't work, ""wrong password"" they said. I need to verify my phone number to buy anything here.",Bukalapak
Indra Setiarto,2,2020-06-07 05:17:14,"Lots of fake seller. Don't know how the seller got best rating & comment, but the price and the pictures in the storefront different from the title. As instance they sell espresso machine, but the picture shows a tv remote control and the price is IDR300,-. There are also sellers put the very high price that doesn't make sense, and will make Bukalapak not competitive.",Bukalapak
Saffawati Roslan,1,2020-06-06 04:38:18,Really disappointed! I update my number but still send OTP to my old number for several orders already. Even emailed them twice and they noted. Same goes to address. Updated my address in zalora app. And they sent my items to my OLD address.. whats wrong with the system. Now its troublesome to get the item from my old address and im freaking fed up emailing them to update and update again.,Zalora
Ines Watson,1,2020-06-06 01:35:00,"To confusing!!. If I want to order something you start the order with shipping info. The you have to contact seller and I am not sure, but I think I am waiting on a seller to respond, which 2 hours later, nothing. Now I have lost interest. You have to do this for each item you order. Havent even gotten to the payment part yet. Lost interest in ordering. Deleting app",Alibaba
Putro Satrio Nugroho,1,2020-06-04 20:25:07,"Need improvement to short the supplier, I had made buy the item, and wait for 6 days, in the final day, the supplier cancel my order so the money back to saldo blipay, actually now I need more days to get the money back to my personal savings, I have waste my time more than a week to get nothing,",Blibli
Tristan Go,1,2020-06-04 15:16:47,"App has some issues with the address input, when you are about to click the State/Province the options are not coming out. A bit buggy. The item that i want to order is out of stock now because of this bugs and issues. Please fix. Thank you!",Zalora
Mohammad Subkhan,5,2020-06-04 09:11:14,"great so far . i used to buy from BL as 2nd choice, since long time duration for seller confirmation. most of time, buyer has slow respond habit, and mostly after waiting so long, seller told item not available....!",Bukalapak
purwo Suprihanto,1,2020-06-03 23:18:41,"This apps developer will never learn about their failure. Long time ago, this apps lagging a lot. Now, new update just make the lag more perfect. It's a perfect failure.",Bukalapak
Paul Vincent Maquincio,1,2020-06-03 11:02:44,"Unacceptable Customer Service My order wasnt delivered. I was not contacted by their courier. Now, the item was shipped back to the seller. I already paid for the said item. I tried contacting their chat support team. Was advised that it will. be taken cared of within 48 business hours. It's almost a week and still no response from them. I raised another ticket using the app. All i get are excuses. No solution. I won't recommend this app if i were you. They're not good with transactions.",Zalora
Ace,1,2020-06-02 04:34:58,The interface is not easy and confusing. Applications are also often slow and do not simplify transactions.,Bukalapak
Ajetus Rehpoht,1,2020-05-29 04:55:04,"Very hard to use the functionality. I thought the ads we were posting just need few minutes to get approved, but mine need more than 12 hours of moderation and still no outcome yet. And wth how to livechat with customer service instead of email that took few more days to respond.. I hope olx will improve their functionality.",OLX
Jacinda Antonia,1,2020-05-27 16:56:18,"Very disappointed with this app, a lot of glitch, registered new account using web, redirected to the app but I couldn't sign in, it says that my email and/or password are wrong. Went to register the email again, it says email has been registered. Went to click reset password but nothing happened. Spent more than an hour just going back and forth trying to figure it out, then I gave up. Also, all the promocode advertised on the web or app didn't work for me. Overall just very very disappointing",Zalora
A Google user,1,2020-05-25 17:26:28,My Ads is keep being REJECTED. I was trying2x to find out why?. There is NO Specific reason told or inform about what was wrong. The Management just REJECTED ask me to EDIT which I did many2 timed. BUT because there is NO specific notification about what was wrong. So keep GUESSING and olx keep rejecting. Very2 LAUZY apps or lauzy operators???? I hve PAID for my ads with extra fitures with additional cost. But my ads is DEATH !!! I am very2x FRUSTRATED now. Anybody can help ????,OLX
Jia Jin Chew,2,2020-05-25 13:55:12,"There seems to be a problem with the filter button. After I typed in my search for e.g. shoes, and I clicked on the filter button to filter choices like colours or price and clicked view button, the page just jumps to the main page of irrelevant items that I'm not looking for. The previous page of shoes that were listed under my search will disappear. I don't know how to search and purchase with the filter button not working properly. I cannot be scrolling through over 20k items to search.",Zalora
Alexander Adhitya Indra Pradana To,1,2020-05-25 07:47:05,"Not usable when trackers are blocked (waste of bandwidth, not willing to share details to moengage, appsflyer, newrelic or google analytics). Should have used background sync and not blocking UI/UX if trackers are blocked.",Blibli
Cindy Miclat,4,2020-05-25 01:36:42,"Since I started using Zalora way back 2018, my experience with their products was way exceptional. Every transaction is smooth sailing. I'm just very sad that the minimum amount for free delivery became higher since not all of us can afford it. I hope they can manage to lower it back.",Zalora
Kyi,5,2020-05-24 16:46:01,"Very smooth and good user experience, love shopping through the app. Can conveniently find and browse through items. Did a full refund for my items recently and everything was processed very smoothly within 1-2 weeks.",Zalora
Jonathan Dijamco,1,2020-05-24 05:13:21,I bought a Nike bag on the 6th of May. It had tracking updates but suddenly stopped updating on the 8th and haven't updated since. Email support isn't responding anymore. It has been 18 days and I still haven't received my item. I've bought items in Lazada last Wednesday and have received them on Friday so you cannot tell me that there are issues with the courier.,Zalora
Ty So,3,2020-05-23 04:23:19,"Overall experience is okay, but I had problems regarding cancellations of orders. You have to switch to desktop mode first before you could ask for a cancellation request. You can't do it while using the mobile app. Tracking orders is not as detailed as I expect it to be too. Nevertheless, it's a good app for shopping authentic goods.",Zalora
Ilham Yoga,4,2020-05-23 02:40:35,"I love bukalapak new branding, with new typeface on the app, and i'm satisfied with all aspect of user experience, just little additional suggestion for transaction details page, i think need touchup for process details, like that little icons, it will be nice and interesting when the process is displayed stand out because i think the process of ordering a package is very much awaited by some buyers 😂 and important suggestion just ""Extra protection for user security"" okay? Thank you!",Bukalapak
Felix Colbera,1,2020-05-22 07:37:10,"Pls be careful on buying Zalora, this app cannot be trusted, it has scammed me. I ordered an item which hasnt been delivered for more than 3 weeks. I talked to their agent asking what happened to my item that was already paid, they gave a tracking number for entrego/fareye but upon checking, my item does not appear on entrego. I talked to another agent 'bout the tracking number they gave me that is not traceable i waited for too but evrytime i followed up to an agent it always leaves the chat",Zalora
Aprilian Setyanto,2,2020-05-21 09:19:13,"Actually the app is good, what I don't like is that I can't change my number. I received the verification email, but when I click on the link, it sent me back to the phone number verification process again.",Bukalapak
Zaenal Arifin,5,2020-05-15 04:37:13,"A good apps. A large variety of products, almost everything is available. Good prices, good discount, and safe shopping. I've been shopping for times and never disappointed.",Bukalapak
Daniel Soeharsono,5,2020-05-12 11:06:15,Good online business app.. Simple and Easy to use. It would be excellent if the the period of ads longer than a month.. Please consider to add some PC like abilities. Many thanks,OLX
Alex Smith,1,2020-05-12 04:22:30,"Lousy selection in quota based promotion, i have managed to input the promo code and to make payment via credit card yet to my suprise, this silly apps informed me that the item price has change then revert me back to the promo code input page and as i try to input the promo code again, the quota is depleted. Please dont make any silly promotion if you have not prepare a good selection system, you must provide ample time such as 5 minute to finish payment or the promo code will be relinquish",Blibli
Second Grader,1,2020-05-11 10:19:03,"Just wanna update on my problem from last time (or rather give a context). I was f̶o̶r̶c̶e̶d̶ automatically set as a super seller which when i sell an item, my sale results will be cut for super seller fee. I didn't know this until I have sold an item, then my sales got cut off for the fee. Obvsly I quickly file a report of this. Unfortunately all the answers are just for technical problems, not mine. They also didn't return the cutted fee. Should've asked my consent first.",Bukalapak
Farhan Abdurrahman,4,2020-05-09 19:29:36,"great app, but i wish there is an option to turn off the pop-up or info bar. the app tried so hard to be helpful it ended up become annoying sometimes.",Bukalapak
A Google user,1,2020-05-09 00:19:33,"UI not responsive, often needs slow loading after pressing each button. No clearly separated notification channels (some ads still comes from non-promotional notification channel) means cannot filter notification ads from useful notifications.",Bukalapak
edechel cambarihan,4,2020-05-08 12:13:32,"The quality of the item is great (packaging yoo) and the approximate time of delivery is excellent. I also love the wide range of choices to choose from. Most of all, there are also the frequent discounted items from my wishlists. There are still brands that I'm awaiting in the future.",Zalora
riris marpaung,1,2020-05-07 06:51:22,Sucks. Cannot even verify my phone number. Everytime i comeback to application to input the code it will automatically closed and i have to do it all over again. And of course i never get it verified. Stupid!!!!,Bukalapak
Kevin Anthony Tuddao,3,2020-05-02 13:16:11,"I've been using this app for such a long time, and I really love it. But lately there has been endless lags and its taking a very long time to load, like literally a long time. Please fix this concern and release updates regularly.",Zalora
A Google user,3,2020-04-28 04:13:47,"The system is very weird. It's unlike the other e-commerces where once you checked out, your order would be safe even though you do the payment few hours later. But with Tokopedia, there was clearly some time left before the order got cancelled, but mine was still cancelled anyway because I didn't pay immediately. And here I thought my order was safe!",Tokopedia
A Google user,1,2020-04-27 12:42:47,One of the worst service ever! Dont install if you dont want to get bombarded with a lot of mail. They make SUPER small word about subscription. They DO NOT put unsubcribe option in the mail. It is the same like FORCING people to keep subscribing their letter. WORST EVER!,Blibli
A Google user,1,2020-04-26 23:32:16,"Very bad with new feature after i updated. I can not chose what i search with one line, after i check the city, i can not check the categories. This is just blank white. Please restore with previous version exactly.",OLX
A Google user,5,2020-04-25 03:00:37,Fast response and delivery. Even the customer service is contactable not only from texts but also via call and emails and they update the progress continuously. The delivery is free and I don't need to redeem a voucher or else which makes the buying process easier because I don't need to check voucher's availability. The prices of the goods are good deal and fair. All goods are well-packaged.,Blibli
A Google user,5,2020-04-24 19:29:09,"My bukalapak account is frozen by the system unilaterally without notice, so it doesn't know that it was done by a user or a third party, and can't be appealed. This is very detrimental to me, because my funds are held in Bukalapak, even though those funds are very important to support my family. The customer service response is very slow, and cannot give a satisfying answer. This obstacle can change many users switch to other e-commerce products",Bukalapak
A Google user,5,2020-04-23 17:58:28,The best quality for ordering from Bukalapak Indonesia. I like it. Multipurpose & easier to order from Bukalapak Indonesia. It will be more easier to order at BL from home which is unpredictable condition on covid-19 as long as this time.,Bukalapak
A Google user,1,2020-04-21 12:55:27,"Thrice i bought something, thrice the failure... not even a single successful transaction. (All three transactions are from three different sellers and long time gap, so no 'technical error' excuses) Very disappointed and not satisfied shopping in this marketplace. Strongly recommend to purchase things in other marketplaces - better service, better promo, better interface, better sellers.",Bukalapak
A Google user,5,2020-04-21 11:03:21,Fell in love with the app since the first download. The looks and the feel of the app is simple and very user friendly. Trusworthy and never a single complaint been delivered. The most amazing thing is that you can find almost anything in this app. Two thumbs up,Bukalapak
A Google user,2,2020-04-20 04:30:53,"The app is user friendly but very basic. It doesn't allow you to choose which among the items in your cart would you like to check-out. You have to move everything to the wishlist if you are planning to buy the other items on a later time which is a hassle since the wishlist is just piling up and it's also hard to navigate. It doesn't have a product review feature, I would really like to check the reviews first before buying. Zalora should update their app, it keeps on crashing. Too many bugs.",Zalora
A Google user,1,2020-04-18 05:07:33,Automatically add u as super seller then steal ur money. The only way to solve this issue is that u need the seller permission first whether they want to join the program or not. Not by putting them all in the program without any permission then deduct their selling. Nonsense. Its just finer way to steal their money 👎👎👎,Bukalapak
A Google user,4,2020-04-16 04:53:21,"This app has a great system that can cancel and refund our money automatically if the seller exceeds processing time, so it's pretty safe. One annoying thing is when I sort the search results, the app pushes recommended items from certain shops so it messes up and makes it difficult for me to sort items, causing longer time needed to scroll down through the items. I think the app older version was much much better with minimum disruptions.",Tokopedia
